Brand_Name,Course_ID,link,Course_Title,Price,Students,Ratings
New Skills Academy,TG2228,https://newskillsacademy.co.uk/course/TG2228,Full Stack Development,149.59,3660,
Alpha,EC9666,https://alpha.co.uk/course/EC9666,UI UX Design Professional,270.81,155,4.4
StudyHub,WJ3885,https://studyhub.co.uk/course/WJ3885,Healthcare Administration,360.91,4066,5.0
New Skills Academy,ET5371,https://newskillsacademy.co.uk/course/ET5371,Excel for Data Analysis,413.36,4495,3.8
Centre of Excellence,MO5361,https://centreofexcellence.co.uk/course/MO5361,Business Management Essentials,343.75,3704,3.9
Global Edulink,LR0253,https://globaledulink.co.uk/course/LR0253,Full Stack Development,398.77,494,3.9
Apex,EG2931,https://apex.co.uk/course/EG2931,Leadership and Communication,481.83,1525,3.6
FutureLearn,KT3445,https://futurelearn.co.uk/course/KT3445,Entrepreneurship and Innovation,409.72,1758,4.4
FutureLearn,VS8581,https://futurelearn.co.uk/course/VS8581,Python Programming Bootcamp,476.19,1350,
New Skills Academy,UE4985,https://newskillsacademy.co.uk/course/UE4985,Financial Accounting Course,121.76,4666,4.5
New Skills Academy,HO5360,https://newskillsacademy.co.uk/course/HO5360,Healthcare Administration,95.64,1710,4.9
New Skills Academy,VC7235,https://newskillsacademy.co.uk/course/VC7235,Healthcare Administration,387.27,1122,3.9
Alpha,AD8915,https://alpha.co.uk/course/AD8915,UI UX Design Professional,392.46,4195,4.6
NextGen,ZH3574,,Cyber Security Fundamentals,427.08,3323,4.7
Centre of Excellence,PM9869,https://centreofexcellence.co.uk/course/PM9869,Leadership and Communication,385.66,3090,
Stonebridge College,OW0123,https://stonebridgecollege.co.uk/course/OW0123,Web Development Diploma,84.96,1634,4.6
Apex,PK8797,https://apex.co.uk/course/PK8797,Excel for Data Analysis,,680,4.3
New Skills Academy,KE0769,https://newskillsacademy.co.uk/course/KE0769,Cyber Security Fundamentals,97.44,2902,4.5
FutureLearn,EC0850,https://futurelearn.co.uk/course/EC0850,Machine Learning Foundations,307.48,1596,3.8
Global Edulink,TC2168,https://globaledulink.co.uk/course/TC2168,Web Development Diploma,201.54,490,4.2
FutureLearn,GH6180,https://futurelearn.co.uk/course/GH6180,Human Resource Management,494.01,4408,4.5
Alpha,WM8951,https://alpha.co.uk/course/WM8951,UI UX Design Professional,208.12,4058,4.5
NextGen,PL7846,https://nextgen.co.uk/course/PL7846,UI UX Design Professional,495.72,4845,4.7
Apex,XM2034,https://apex.co.uk/course/XM2034,Python Programming Bootcamp,305.58,1175,4.4
Apex,AN7125,https://apex.co.uk/course/AN7125,Social Media Marketing,144.34,4181,
New Skills Academy,HT7575,https://newskillsacademy.co.uk/course/HT7575,Graphic Design Masterclass,448.15,122,4.0
Centre of Excellence,WL2768,https://centreofexcellence.co.uk/course/WL2768,Artificial Intelligence Basics,121.06,2522,4.4
Apex,CQ5766,https://apex.co.uk/course/CQ5766,Healthcare Administration,226.78,3763,4.5
Apex,QN2101,https://apex.co.uk/course/QN2101,Business Management Essentials,44.27,4305,4.3
New Skills Academy,QH6100,https://newskillsacademy.co.uk/course/QH6100,UI UX Design Professional,441.24,1635,4.5
StudyHub,EC2772,https://studyhub.co.uk/course/EC2772,Python Programming Bootcamp,123.11,4203,4.0
StudyHub,MI3794,https://studyhub.co.uk/course/MI3794,Digital Marketing Diploma,338.05,2824,4.1
Alpha,CT1235,https://alpha.co.uk/course/CT1235,Project Management Professional,187.84,3924,4.6
FutureLearn,XG3097,https://futurelearn.co.uk/course/XG3097,Machine Learning Foundations,237.95,711,4.3
New Skills Academy,GZ1706,https://newskillsacademy.co.uk/course/GZ1706,Graphic Design Masterclass,479.24,1918,4.5
New Skills Academy,KY9177,https://newskillsacademy.co.uk/course/KY9177,UI UX Design Professional,379.87,4456,4.3
Global Edulink,DM2306,https://globaledulink.co.uk/course/DM2306,Business Management Essentials,57.37,682,4.7
FutureLearn,QI1217,https://futurelearn.co.uk/course/QI1217,Level 3 Data Analytics,10.61,1981,5.0
StudyHub,PR6172,https://studyhub.co.uk/course/PR6172,Social Media Marketing,242.69,286,
IMOH,RI9703,https://imoh.co.uk/course/RI9703,Python Programming Bootcamp,487.34,4775,
Global Edulink,UD2977,https://globaledulink.co.uk/course/UD2977,Cloud Computing Essentials,464.23,413,3.9
FutureLearn,AJ7207,https://futurelearn.co.uk/course/AJ7207,UI UX Design Professional,339.06,4087,3.9
Apex,OM5534,https://apex.co.uk/course/OM5534,Full Stack Development,,4945,3.7
Global Edulink,EN4854,https://globaledulink.co.uk/course/EN4854,Excel for Data Analysis,414.77,1573,4.6
Centre of Excellence,TW6363,https://centreofexcellence.co.uk/course/TW6363,Cyber Security Fundamentals,27.72,4626,3.8
Global Edulink,VE6712,https://globaledulink.co.uk/course/VE6712,Leadership and Communication,177.42,2458,3.6
Alpha,CN0818,https://alpha.co.uk/course/CN0818,Graphic Design Masterclass,469.11,2546,
IMOH,MC5865,https://imoh.co.uk/course/MC5865,Entrepreneurship and Innovation,,1739,
Apex,BF7096,https://apex.co.uk/course/BF7096,Cyber Security Fundamentals,,1492,4.7
New Skills Academy,UB5943,https://newskillsacademy.co.uk/course/UB5943,Digital Marketing Diploma,291.55,293,3.8
Stonebridge College,GB0399,https://stonebridgecollege.co.uk/course/GB0399,Business Management Essentials,465.99,4187,4.3
IMOH,SN1526,https://imoh.co.uk/course/SN1526,Project Management Professional,317.7,3279,4.8
Global Edulink,TK1634,https://globaledulink.co.uk/course/TK1634,Leadership and Communication,435.35,183,3.7
IMOH,EE4319,https://imoh.co.uk/course/EE4319,Cloud Computing Essentials,113.87,122,4.0
Alpha,XO9846,https://alpha.co.uk/course/XO9846,Financial Accounting Course,21.22,4275,
Stonebridge College,GO3573,https://stonebridgecollege.co.uk/course/GO3573,Cloud Computing Essentials,479.09,4411,4.7
New Skills Academy,YA0201,https://newskillsacademy.co.uk/course/YA0201,Web Development Diploma,74.94,4309,4.4
StudyHub,HF8086,https://studyhub.co.uk/course/HF8086,Healthcare Administration,78.21,4967,4.7
Global Edulink,NO5041,https://globaledulink.co.uk/course/NO5041,Healthcare Administration,165.59,2580,4.1
Alpha,XG2355,https://alpha.co.uk/course/XG2355,Graphic Design Masterclass,81.72,2579,3.6
IMOH,SU1865,https://imoh.co.uk/course/SU1865,Business Management Essentials,22.65,586,3.8
Stonebridge College,QA8379,,Financial Accounting Course,49.18,4273,4.1
Alpha,WL9177,https://alpha.co.uk/course/WL9177,Full Stack Development,162.79,895,4.8
StudyHub,QQ0535,https://studyhub.co.uk/course/QQ0535,Financial Accounting Course,146.1,2544,4.5
Global Edulink,SD6997,https://globaledulink.co.uk/course/SD6997,Entrepreneurship and Innovation,115.86,4399,
Global Edulink,CL7134,https://globaledulink.co.uk/course/CL7134,Digital Marketing Diploma,188.75,2003,4.2
Global Edulink,KC5711,,UI UX Design Professional,38.5,3900,4.6
FutureLearn,MQ1672,https://futurelearn.co.uk/course/MQ1672,Cyber Security Fundamentals,313.55,506,4.1
Apex,UI9064,https://apex.co.uk/course/UI9064,Human Resource Management,93.63,4294,3.7
FutureLearn,IP0396,https://futurelearn.co.uk/course/IP0396,Cloud Computing Essentials,158.6,932,3.8
Stonebridge College,DB8137,https://stonebridgecollege.co.uk/course/DB8137,Cyber Security Fundamentals,348.89,658,4.3
IMOH,TG6182,https://imoh.co.uk/course/TG6182,Financial Accounting Course,,2198,4.4
IMOH,HM3725,https://imoh.co.uk/course/HM3725,Healthcare Administration,160.06,869,4.5
Global Edulink,MS1605,https://globaledulink.co.uk/course/MS1605,Excel for Data Analysis,425.53,1558,4.8
StudyHub,GB2624,https://studyhub.co.uk/course/GB2624,Level 3 Data Analytics,230.39,2094,4.0
IMOH,KH8680,https://imoh.co.uk/course/KH8680,Machine Learning Foundations,267.5,3079,4.7
FutureLearn,ZN7945,,Cyber Security Fundamentals,369.47,2695,4.9
NextGen,FZ5709,https://nextgen.co.uk/course/FZ5709,Web Development Diploma,131.8,2343,4.7
Alpha,MT0633,https://alpha.co.uk/course/MT0633,Excel for Data Analysis,295.25,950,3.8
Apex,VQ8880,https://apex.co.uk/course/VQ8880,UI UX Design Professional,15.94,291,4.4
Apex,FI3175,https://apex.co.uk/course/FI3175,Full Stack Development,107.44,4318,3.6
FutureLearn,KO4364,https://futurelearn.co.uk/course/KO4364,Python Programming Bootcamp,191.99,4642,4.3
FutureLearn,QP6216,https://futurelearn.co.uk/course/QP6216,Excel for Data Analysis,232.64,2405,
NextGen,LX7651,https://nextgen.co.uk/course/LX7651,Cyber Security Fundamentals,83.13,2607,3.7
Global Edulink,NS1810,https://globaledulink.co.uk/course/NS1810,Financial Accounting Course,169.09,3885,
Centre of Excellence,YH7867,https://centreofexcellence.co.uk/course/YH7867,Python Programming Bootcamp,407.24,3854,4.1
FutureLearn,CE7625,https://futurelearn.co.uk/course/CE7625,Artificial Intelligence Basics,235.13,2494,3.7
Stonebridge College,GR3645,https://stonebridgecollege.co.uk/course/GR3645,Full Stack Development,,3241,4.0
New Skills Academy,SJ8411,https://newskillsacademy.co.uk/course/SJ8411,Digital Marketing Diploma,347.19,621,3.6
Centre of Excellence,TA2479,https://centreofexcellence.co.uk/course/TA2479,Graphic Design Masterclass,146.89,291,3.6
IMOH,EY4668,https://imoh.co.uk/course/EY4668,Artificial Intelligence Basics,451.86,838,4.7
Centre of Excellence,KB7336,https://centreofexcellence.co.uk/course/KB7336,Entrepreneurship and Innovation,252.77,825,4.8
Stonebridge College,NQ7014,https://stonebridgecollege.co.uk/course/NQ7014,Digital Marketing Diploma,,128,4.8
FutureLearn,NK7556,,Digital Marketing Diploma,230.8,2198,3.6
FutureLearn,HK3844,https://futurelearn.co.uk/course/HK3844,Full Stack Development,28.63,4232,4.6
StudyHub,RX4605,https://studyhub.co.uk/course/RX4605,Project Management Professional,45.32,457,3.7
Stonebridge College,YS1441,https://stonebridgecollege.co.uk/course/YS1441,Entrepreneurship and Innovation,27.43,197,4.6
FutureLearn,WC3671,https://futurelearn.co.uk/course/WC3671,Business Management Essentials,183.09,415,5.0
IMOH,CL3537,https://imoh.co.uk/course/CL3537,Excel for Data Analysis,,2596,3.8
Stonebridge College,YJ3795,https://stonebridgecollege.co.uk/course/YJ3795,Python Programming Bootcamp,95.31,822,4.5
NextGen,WE7437,https://nextgen.co.uk/course/WE7437,Cloud Computing Essentials,384.54,1623,3.6
Apex,QD1262,https://apex.co.uk/course/QD1262,Cloud Computing Essentials,,1296,4.7
New Skills Academy,WO0825,https://newskillsacademy.co.uk/course/WO0825,Social Media Marketing,121.64,2426,4.1
New Skills Academy,KC6256,https://newskillsacademy.co.uk/course/KC6256,UI UX Design Professional,110.79,3682,3.9
FutureLearn,BD6086,https://futurelearn.co.uk/course/BD6086,Full Stack Development,137.75,1690,4.5
Apex,IC1912,https://apex.co.uk/course/IC1912,Full Stack Development,269.85,4335,4.8
Stonebridge College,UE4590,https://stonebridgecollege.co.uk/course/UE4590,Web Development Diploma,167.89,3797,3.9
Alpha,JJ0452,https://alpha.co.uk/course/JJ0452,Python Programming Bootcamp,490.19,2471,4.2
IMOH,SH5566,https://imoh.co.uk/course/SH5566,Business Management Essentials,,4033,4.7
Stonebridge College,SQ9469,https://stonebridgecollege.co.uk/course/SQ9469,Web Development Diploma,331.67,572,3.6
Centre of Excellence,PI5931,,Entrepreneurship and Innovation,64.3,2280,3.6
New Skills Academy,NQ4167,https://newskillsacademy.co.uk/course/NQ4167,Graphic Design Masterclass,194.24,4991,4.2
StudyHub,DM7726,https://studyhub.co.uk/course/DM7726,Leadership and Communication,310.34,2887,3.9
Centre of Excellence,BJ8266,https://centreofexcellence.co.uk/course/BJ8266,Healthcare Administration,464.88,3293,3.8
IMOH,IN3063,https://imoh.co.uk/course/IN3063,Entrepreneurship and Innovation,444.59,4038,3.9
Stonebridge College,YV1894,https://stonebridgecollege.co.uk/course/YV1894,Social Media Marketing,409.81,88,4.8
StudyHub,QM6853,https://studyhub.co.uk/course/QM6853,Leadership and Communication,460.27,2246,4.6
StudyHub,VH7352,https://studyhub.co.uk/course/VH7352,Financial Accounting Course,235.66,351,4.6
Alpha,BD8335,https://alpha.co.uk/course/BD8335,Project Management Professional,390.46,1809,3.8
Stonebridge College,PE1738,https://stonebridgecollege.co.uk/course/PE1738,Digital Marketing Diploma,277.06,4380,3.9
Apex,KM2492,https://apex.co.uk/course/KM2492,Web Development Diploma,274.38,3587,3.7
NextGen,CU7940,https://nextgen.co.uk/course/CU7940,Social Media Marketing,345.8,332,4.9
Global Edulink,EI4833,,Business Management Essentials,249.31,4233,4.0
Global Edulink,RD7475,https://globaledulink.co.uk/course/RD7475,Level 3 Data Analytics,212.57,2518,4.4
Apex,YR5040,https://apex.co.uk/course/YR5040,Excel for Data Analysis,259.1,752,3.7
Apex,AT6222,https://apex.co.uk/course/AT6222,UI UX Design Professional,84.27,1354,
Alpha,UR2119,https://alpha.co.uk/course/UR2119,UI UX Design Professional,88.44,411,4.3
Global Edulink,CO5298,https://globaledulink.co.uk/course/CO5298,Entrepreneurship and Innovation,407.76,1334,4.8
FutureLearn,EI8500,https://futurelearn.co.uk/course/EI8500,Digital Marketing Diploma,146.17,1905,4.7
IMOH,JC3786,https://imoh.co.uk/course/JC3786,Cloud Computing Essentials,109.98,3131,4.6
Stonebridge College,JI1780,https://stonebridgecollege.co.uk/course/JI1780,Cloud Computing Essentials,409.41,972,4.5
Stonebridge College,DV9446,https://stonebridgecollege.co.uk/course/DV9446,Cloud Computing Essentials,193.88,2597,4.3
New Skills Academy,GF8693,https://newskillsacademy.co.uk/course/GF8693,Financial Accounting Course,425.54,363,3.6
Alpha,LA4341,https://alpha.co.uk/course/LA4341,Human Resource Management,375.41,1087,4.6
Stonebridge College,ON4715,https://stonebridgecollege.co.uk/course/ON4715,Cyber Security Fundamentals,381.75,2684,4.6
Apex,NK4659,https://apex.co.uk/course/NK4659,Machine Learning Foundations,422.57,3945,4.3
IMOH,IV5747,,UI UX Design Professional,71.11,1454,4.5
FutureLearn,ER7781,https://futurelearn.co.uk/course/ER7781,Full Stack Development,392.4,1063,4.4
New Skills Academy,IC4345,https://newskillsacademy.co.uk/course/IC4345,Full Stack Development,201.85,4967,4.5
Centre of Excellence,IQ0215,https://centreofexcellence.co.uk/course/IQ0215,Level 3 Data Analytics,11.58,2135,3.8
NextGen,RL2642,https://nextgen.co.uk/course/RL2642,Financial Accounting Course,98.85,2370,4.4
Apex,OX3949,https://apex.co.uk/course/OX3949,Human Resource Management,245.68,4671,4.6
IMOH,PP5880,https://imoh.co.uk/course/PP5880,UI UX Design Professional,61.03,2997,3.6
StudyHub,AO9120,https://studyhub.co.uk/course/AO9120,Leadership and Communication,248.43,643,4.4
Stonebridge College,KI3356,https://stonebridgecollege.co.uk/course/KI3356,Social Media Marketing,21.24,3012,
NextGen,EJ9819,https://nextgen.co.uk/course/EJ9819,Python Programming Bootcamp,47.76,4551,4.5
NextGen,AQ1869,https://nextgen.co.uk/course/AQ1869,Python Programming Bootcamp,375.5,3024,4.7
IMOH,DU8869,https://imoh.co.uk/course/DU8869,Full Stack Development,264.95,4885,3.7
NextGen,LL8324,https://nextgen.co.uk/course/LL8324,Level 3 Data Analytics,370.4,2578,3.6
Stonebridge College,MT7295,https://stonebridgecollege.co.uk/course/MT7295,Digital Marketing Diploma,118.1,2860,4.7
StudyHub,OS1461,https://studyhub.co.uk/course/OS1461,Excel for Data Analysis,385.63,1069,
Apex,MC8047,https://apex.co.uk/course/MC8047,Cyber Security Fundamentals,,4343,4.5
Global Edulink,UI0374,https://globaledulink.co.uk/course/UI0374,Excel for Data Analysis,,2060,4.5
New Skills Academy,OI3921,https://newskillsacademy.co.uk/course/OI3921,Full Stack Development,495.65,2221,4.1
Apex,SO0410,https://apex.co.uk/course/SO0410,Web Development Diploma,290.22,3521,
Stonebridge College,AM1072,https://stonebridgecollege.co.uk/course/AM1072,Full Stack Development,287.12,187,4.0
Apex,HG7697,https://apex.co.uk/course/HG7697,Cloud Computing Essentials,22.84,3746,4.4
Alpha,VG7478,https://alpha.co.uk/course/VG7478,Financial Accounting Course,297.37,2807,4.3
IMOH,ZP8874,https://imoh.co.uk/course/ZP8874,Machine Learning Foundations,156.38,4036,
FutureLearn,RS1580,https://futurelearn.co.uk/course/RS1580,Healthcare Administration,220.53,4726,4.8
IMOH,BM4499,https://imoh.co.uk/course/BM4499,Artificial Intelligence Basics,101.19,2146,4.2
Centre of Excellence,RK2542,https://centreofexcellence.co.uk/course/RK2542,Cloud Computing Essentials,,2453,3.7
Centre of Excellence,RZ6096,https://centreofexcellence.co.uk/course/RZ6096,Leadership and Communication,49.49,3028,4.2
Stonebridge College,XW3206,https://stonebridgecollege.co.uk/course/XW3206,Machine Learning Foundations,367.46,1911,3.6
New Skills Academy,UT7513,https://newskillsacademy.co.uk/course/UT7513,Project Management Professional,120.36,4333,4.1
Alpha,OR8001,,Cloud Computing Essentials,462.09,4693,3.5
Alpha,FH1009,https://alpha.co.uk/course/FH1009,Graphic Design Masterclass,148.55,4763,3.9
Stonebridge College,QS1816,https://stonebridgecollege.co.uk/course/QS1816,Entrepreneurship and Innovation,138.24,212,3.9
NextGen,XS2496,https://nextgen.co.uk/course/XS2496,Healthcare Administration,395.69,955,3.9
Centre of Excellence,RR7272,https://centreofexcellence.co.uk/course/RR7272,Digital Marketing Diploma,382.11,1691,4.8
Centre of Excellence,KZ2810,https://centreofexcellence.co.uk/course/KZ2810,Graphic Design Masterclass,141.39,890,4.2
Stonebridge College,KQ1546,https://stonebridgecollege.co.uk/course/KQ1546,Business Management Essentials,26.47,2693,4.4
New Skills Academy,SC0524,,Social Media Marketing,285.38,739,4.1
NextGen,QA0313,https://nextgen.co.uk/course/QA0313,Machine Learning Foundations,180.2,1472,3.5
Stonebridge College,AS7447,https://stonebridgecollege.co.uk/course/AS7447,Cyber Security Fundamentals,335.26,1221,3.7
Global Edulink,FJ6715,https://globaledulink.co.uk/course/FJ6715,Human Resource Management,442.25,1499,4.7
Alpha,RK6905,https://alpha.co.uk/course/RK6905,Financial Accounting Course,395.98,4310,5.0
IMOH,VT2259,https://imoh.co.uk/course/VT2259,Graphic Design Masterclass,135.7,3720,3.8
Apex,SX6306,https://apex.co.uk/course/SX6306,Graphic Design Masterclass,287.01,1988,
NextGen,AA9237,,Web Development Diploma,474.05,1981,4.0
New Skills Academy,NV4900,https://newskillsacademy.co.uk/course/NV4900,Digital Marketing Diploma,65.91,4774,3.8
Centre of Excellence,DU6468,https://centreofexcellence.co.uk/course/DU6468,Python Programming Bootcamp,132.97,647,4.3
Stonebridge College,GB7409,https://stonebridgecollege.co.uk/course/GB7409,Full Stack Development,266.46,622,4.8
StudyHub,GQ0698,https://studyhub.co.uk/course/GQ0698,Business Management Essentials,364.18,3719,4.3
New Skills Academy,PV0815,https://newskillsacademy.co.uk/course/PV0815,Full Stack Development,310.32,1567,4.2
FutureLearn,BF3874,https://futurelearn.co.uk/course/BF3874,Business Management Essentials,247.5,4998,3.7
Stonebridge College,OI9201,https://stonebridgecollege.co.uk/course/OI9201,Cyber Security Fundamentals,,3187,3.6
IMOH,HT1312,https://imoh.co.uk/course/HT1312,Entrepreneurship and Innovation,432.37,4580,4.5
StudyHub,DU6318,https://studyhub.co.uk/course/DU6318,Cyber Security Fundamentals,277.26,393,4.7
StudyHub,AY7526,https://studyhub.co.uk/course/AY7526,Social Media Marketing,64.85,4716,4.2
NextGen,FQ5496,https://nextgen.co.uk/course/FQ5496,Digital Marketing Diploma,35.46,1904,4.2
Stonebridge College,EM9673,https://stonebridgecollege.co.uk/course/EM9673,Level 3 Data Analytics,176.49,2374,3.7
Global Edulink,GD5037,https://globaledulink.co.uk/course/GD5037,UI UX Design Professional,,2841,4.8
Global Edulink,FU6217,https://globaledulink.co.uk/course/FU6217,Social Media Marketing,441.0,831,3.9
New Skills Academy,ER0624,https://newskillsacademy.co.uk/course/ER0624,Financial Accounting Course,231.11,2155,4.6
Stonebridge College,UT0791,https://stonebridgecollege.co.uk/course/UT0791,Level 3 Data Analytics,283.41,2163,3.6
New Skills Academy,NB2454,https://newskillsacademy.co.uk/course/NB2454,Financial Accounting Course,237.33,2041,3.9
FutureLearn,UI0783,https://futurelearn.co.uk/course/UI0783,Artificial Intelligence Basics,201.46,2324,3.7
IMOH,MM8194,https://imoh.co.uk/course/MM8194,Machine Learning Foundations,331.82,2476,4.1
Alpha,DS6921,https://alpha.co.uk/course/DS6921,Entrepreneurship and Innovation,390.05,4452,3.8
StudyHub,HC4472,https://studyhub.co.uk/course/HC4472,Web Development Diploma,,57,3.9
Stonebridge College,EU9955,https://stonebridgecollege.co.uk/course/EU9955,Artificial Intelligence Basics,398.5,2261,3.9
IMOH,KN8244,https://imoh.co.uk/course/KN8244,Level 3 Data Analytics,163.05,4704,
Centre of Excellence,TG3585,https://centreofexcellence.co.uk/course/TG3585,Python Programming Bootcamp,,4613,4.3
Stonebridge College,XK0975,https://stonebridgecollege.co.uk/course/XK0975,Leadership and Communication,91.36,4993,
Global Edulink,KV6040,https://globaledulink.co.uk/course/KV6040,Level 3 Data Analytics,454.01,1948,5.0
Centre of Excellence,YD2604,https://centreofexcellence.co.uk/course/YD2604,Web Development Diploma,78.95,3250,3.6
NextGen,SW7047,https://nextgen.co.uk/course/SW7047,Machine Learning Foundations,188.21,737,3.7
NextGen,UJ4680,https://nextgen.co.uk/course/UJ4680,Financial Accounting Course,225.76,3063,5.0
Global Edulink,AL2957,,Cyber Security Fundamentals,429.87,2746,
Stonebridge College,WT0968,https://stonebridgecollege.co.uk/course/WT0968,Business Management Essentials,257.55,624,4.2
Centre of Excellence,JQ3150,https://centreofexcellence.co.uk/course/JQ3150,Graphic Design Masterclass,69.99,719,4.5
NextGen,ZG1495,https://nextgen.co.uk/course/ZG1495,Graphic Design Masterclass,91.32,1175,5.0
FutureLearn,IX5403,https://futurelearn.co.uk/course/IX5403,Cloud Computing Essentials,331.51,3761,3.5
New Skills Academy,NV4588,https://newskillsacademy.co.uk/course/NV4588,Cloud Computing Essentials,,2450,3.5
Stonebridge College,JR6981,https://stonebridgecollege.co.uk/course/JR6981,Cloud Computing Essentials,,3119,4.6
IMOH,CX2912,https://imoh.co.uk/course/CX2912,Python Programming Bootcamp,101.83,314,4.7
New Skills Academy,DF9046,https://newskillsacademy.co.uk/course/DF9046,Python Programming Bootcamp,274.99,3040,4.5
New Skills Academy,JL6208,https://newskillsacademy.co.uk/course/JL6208,Artificial Intelligence Basics,163.89,1204,4.8
Global Edulink,QK3635,https://globaledulink.co.uk/course/QK3635,Excel for Data Analysis,,4129,
Global Edulink,LH1712,https://globaledulink.co.uk/course/LH1712,Social Media Marketing,414.73,239,4.6
Alpha,ZU0341,https://alpha.co.uk/course/ZU0341,Project Management Professional,215.86,2643,4.0
Global Edulink,HZ8661,https://globaledulink.co.uk/course/HZ8661,Artificial Intelligence Basics,230.67,1148,4.5
IMOH,BI1215,https://imoh.co.uk/course/BI1215,Digital Marketing Diploma,314.25,1724,4.8
Alpha,ZD4951,https://alpha.co.uk/course/ZD4951,Level 3 Data Analytics,134.45,4434,3.7
Centre of Excellence,YT9919,https://centreofexcellence.co.uk/course/YT9919,UI UX Design Professional,341.33,1139,4.0
Global Edulink,IS4299,https://globaledulink.co.uk/course/IS4299,Entrepreneurship and Innovation,11.87,1120,3.8
NextGen,US9314,https://nextgen.co.uk/course/US9314,Digital Marketing Diploma,429.31,4269,5.0
NextGen,RD0623,https://nextgen.co.uk/course/RD0623,Financial Accounting Course,45.61,689,4.5
StudyHub,PF5771,https://studyhub.co.uk/course/PF5771,Cyber Security Fundamentals,350.13,4678,3.5
Global Edulink,WR9934,https://globaledulink.co.uk/course/WR9934,Full Stack Development,158.93,3423,4.6
Stonebridge College,NB6374,https://stonebridgecollege.co.uk/course/NB6374,Machine Learning Foundations,452.77,4696,4.7
Alpha,AI3452,https://alpha.co.uk/course/AI3452,Cloud Computing Essentials,38.96,2307,4.5
Centre of Excellence,UH8948,https://centreofexcellence.co.uk/course/UH8948,Python Programming Bootcamp,438.37,2504,
Stonebridge College,PD3953,https://stonebridgecollege.co.uk/course/PD3953,Entrepreneurship and Innovation,200.98,2647,
Centre of Excellence,CK9457,https://centreofexcellence.co.uk/course/CK9457,Python Programming Bootcamp,196.99,3668,4.1
FutureLearn,EJ5088,https://futurelearn.co.uk/course/EJ5088,Web Development Diploma,403.15,645,3.5
New Skills Academy,OM0029,https://newskillsacademy.co.uk/course/OM0029,Social Media Marketing,216.51,4415,4.9
IMOH,QX4462,,Business Management Essentials,147.22,2017,4.6
Apex,MZ5344,https://apex.co.uk/course/MZ5344,Healthcare Administration,486.66,2996,4.6
New Skills Academy,ZV3702,https://newskillsacademy.co.uk/course/ZV3702,Entrepreneurship and Innovation,404.4,2270,4.9
StudyHub,DL6303,https://studyhub.co.uk/course/DL6303,Human Resource Management,366.07,2860,4.4
StudyHub,HN9571,https://studyhub.co.uk/course/HN9571,Business Management Essentials,271.01,4932,
Stonebridge College,TO8863,https://stonebridgecollege.co.uk/course/TO8863,Human Resource Management,65.16,983,3.7
IMOH,NJ1127,https://imoh.co.uk/course/NJ1127,Leadership and Communication,43.49,2562,3.9
Alpha,XE2587,https://alpha.co.uk/course/XE2587,UI UX Design Professional,16.08,3497,3.9
Stonebridge College,RY8778,https://stonebridgecollege.co.uk/course/RY8778,Leadership and Communication,414.02,4966,3.9
New Skills Academy,XD1036,,Python Programming Bootcamp,156.96,2319,4.4
New Skills Academy,XP7370,https://newskillsacademy.co.uk/course/XP7370,Business Management Essentials,41.6,1037,4.8
FutureLearn,DS6329,https://futurelearn.co.uk/course/DS6329,Leadership and Communication,337.22,4058,5.0
IMOH,CU7017,https://imoh.co.uk/course/CU7017,Excel for Data Analysis,316.83,2574,4.8
Stonebridge College,BD2067,https://stonebridgecollege.co.uk/course/BD2067,Business Management Essentials,149.79,2365,4.4
Stonebridge College,FX1308,https://stonebridgecollege.co.uk/course/FX1308,Healthcare Administration,497.76,1635,4.4
